date,zone,generated_mt,day_of_week,month,is_weekend,is_festival,festival_name,zone_type,pop_proxy
2016-06-07,Sholinganalur,0.594,1,6,0,0,,industrial,15
2016-06-08,Sholinganalur,0.569,2,6,0,0,,industrial,15
2016-06-09,Sholinganalur,0.542,3,6,0,0,,industrial,15
2016-06-10,Sholinganalur,0.558,4,6,0,0,,industrial,15
2016-06-11,Sholinganalur,0.518,5,6,1,0,,industrial,15
2016-06-12,Sholinganalur,0.517,6,6,1,0,,industrial,15
2016-06-13,Sholinganalur,0.556,0,6,0,0,,industrial,15
2016-06-14,Sholinganalur,0.563,1,6,0,0,,industrial,15
2016-06-15,Sholinganalur,0.534,2,6,0,0,,industrial,15
2016-06-16,Sholinganalur,0.515,3,6,0,0,,industrial,15
2016-06-17,Sholinganalur,0.551,4,6,0,0,,industrial,15
2016-06-18,Sholinganalur,0.509,5,6,1,0,,industrial,15
2016-06-19,Sholinganalur,0.507,6,6,1,0,,industrial,15
2016-06-20,Sholinganalur,0.53,0,6,0,0,,industrial,15
2016-06-21,Sholinganalur,0.543,1,6,0,0,,industrial,15
2016-06-22,Sholinganalur,0.554,2,6,0,0,,industrial,15
2016-06-23,Sholinganalur,0.546,3,6,0,0,,industrial,15
2016-06-24,Sholinganalur,0.563,4,6,0,0,,industrial,15
2016-06-25,Sholinganalur,0.543,5,6,1,0,,industrial,15
2016-06-26,Sholinganalur,0.529,6,6,1,0,,industrial,15
2016-06-27,Sholinganalur,0.603,0,6,0,0,,industrial,15
2016-06-28,Sholinganalur,0.576,1,6,0,0,,industrial,15
2016-06-29,Sholinganalur,0.54,2,6,0,0,,industrial,15
2016-06-30,Sholinganalur,0.564,3,6,0,0,,industrial,15
2016-07-01,Sholinganalur,0.574,4,7,0,0,,industrial,15
2016-07-02,Sholinganalur,0.514,5,7,1,0,,industrial,15
2016-07-03,Sholinganalur,0.508,6,7,1,0,,industrial,15
2016-07-04,Sholinganalur,0.594,0,7,0,0,,industrial,15
2016-07-05,Sholinganalur,0.532,1,7,0,0,,industrial,15
2016-07-06,Sholinganalur,0.539,2,7,0,0,,industrial,15
2016-07-07,Sholinganalur,0.546,3,7,0,0,,industrial,15
2016-07-08,Sholinganalur,0.565,4,7,0,0,,industrial,15
2016-07-09,Sholinganalur,0.524,5,7,1,0,,industrial,15
2016-07-10,Sholinganalur,0.537,6,7,1,0,,industrial,15
2016-07-11,Sholinganalur,0.569,0,7,0,0,,industrial,15
2016-07-12,Sholinganalur,0.541,1,7,0,0,,industrial,15
2016-07-13,Sholinganalur,0.566,2,7,0,0,,industrial,15
2016-07-14,Sholinganalur,0.544,3,7,0,0,,industrial,15
2016-07-15,Sholinganalur,0.547,4,7,0,0,,industrial,15
2016-07-16,Sholinganalur,0.492,5,7,1,0,,industrial,15
2016-07-17,Sholinganalur,0.525,6,7,1,0,,industrial,15
2016-07-18,Sholinganalur,0.612,0,7,0,0,,industrial,15
2016-07-19,Sholinganalur,0.54,1,7,0,0,,industrial,15
2016-07-20,Sholinganalur,0.574,2,7,0,0,,industrial,15
2016-07-21,Sholinganalur,0.556,3,7,0,0,,industrial,15
2016-07-22,Sholinganalur,0.527,4,7,0,0,,industrial,15
2016-07-23,Sholinganalur,0.507,5,7,1,0,,industrial,15
2016-07-24,Sholinganalur,0.506,6,7,1,0,,industrial,15
2016-07-25,Sholinganalur,0.579,0,7,0,0,,industrial,15
2016-07-26,Sholinganalur,0.564,1,7,0,0,,industrial,15
2016-07-27,Sholinganalur,0.588,2,7,0,0,,industrial,15
2016-07-28,Sholinganalur,0.533,3,7,0,0,,industrial,15
2016-07-29,Sholinganalur,0.549,4,7,0,0,,industrial,15
2016-07-30,Sholinganalur,0.507,5,7,1,0,,industrial,15
2016-07-31,Sholinganalur,0.501,6,7,1,0,,industrial,15
2016-08-01,Sholinganalur,0.587,0,8,0,0,,industrial,15
2016-08-02,Sholinganalur,0.557,1,8,0,0,,industrial,15
2016-08-03,Sholinganalur,0.527,2,8,0,0,,industrial,15
2016-08-04,Sholinganalur,0.557,3,8,0,0,,industrial,15
2016-08-05,Sholinganalur,0.537,4,8,0,0,,industrial,15
2016-08-06,Sholinganalur,0.521,5,8,1,0,,industrial,15
2016-08-07,Sholinganalur,0.541,6,8,1,0,,industrial,15
2016-08-08,Sholinganalur,0.593,0,8,0,0,,industrial,15
2016-08-09,Sholinganalur,0.56,1,8,0,0,,industrial,15
2016-08-10,Sholinganalur,0.548,2,8,0,0,,industrial,15
2016-08-11,Sholinganalur,0.558,3,8,0,0,,industrial,15
2016-08-12,Sholinganalur,0.566,4,8,0,0,,industrial,15
2016-08-13,Sholinganalur,0.528,5,8,1,0,,industrial,15
2016-08-14,Sholinganalur,0.519,6,8,1,0,,industrial,15
2016-08-15,Sholinganalur,0.648,0,8,0,1,Independence,industrial,15
2016-08-16,Sholinganalur,0.535,1,8,0,0,,industrial,15
2016-08-17,Sholinganalur,0.545,2,8,0,0,,industrial,15
2016-08-18,Sholinganalur,0.569,3,8,0,0,,industrial,15
2016-08-19,Sholinganalur,0.571,4,8,0,0,,industrial,15
2016-08-20,Sholinganalur,0.522,5,8,1,0,,industrial,15
2016-08-21,Sholinganalur,0.544,6,8,1,0,,industrial,15
2016-08-22,Sholinganalur,0.594,0,8,0,0,,industrial,15
2016-08-23,Sholinganalur,0.553,1,8,0,0,,industrial,15
2016-08-24,Sholinganalur,0.537,2,8,0,0,,industrial,15
2016-08-25,Sholinganalur,0.581,3,8,0,0,,industrial,15
2016-08-26,Sholinganalur,0.57,4,8,0,0,,industrial,15
2016-08-27,Sholinganalur,0.549,5,8,1,0,,industrial,15
2016-08-28,Sholinganalur,0.555,6,8,1,0,,industrial,15
2016-08-29,Sholinganalur,0.562,0,8,0,0,,industrial,15
2016-08-30,Sholinganalur,0.536,1,8,0,0,,industrial,15
2016-08-31,Sholinganalur,0.509,2,8,0,0,,industrial,15
2016-09-01,Sholinganalur,0.572,3,9,0,0,,industrial,15
2016-09-02,Sholinganalur,0.568,4,9,0,0,,industrial,15
2016-09-03,Sholinganalur,0.522,5,9,1,0,,industrial,15
2016-09-04,Sholinganalur,0.502,6,9,1,0,,industrial,15
2016-09-05,Sholinganalur,0.583,0,9,0,0,,industrial,15
2016-09-06,Sholinganalur,0.56,1,9,0,0,,industrial,15
2016-09-07,Sholinganalur,0.57,2,9,0,0,,industrial,15
2016-09-08,Sholinganalur,0.627,3,9,0,1,Ganesh Chathurthi,industrial,15
2016-09-09,Sholinganalur,0.701,4,9,0,1,Ganesh Chathurthi,industrial,15
2016-09-10,Sholinganalur,0.7,5,9,1,1,Ganesh Chathurthi,industrial,15
2016-09-11,Sholinganalur,0.665,6,9,1,1,Ganesh Chathurthi,industrial,15
2016-09-12,Sholinganalur,0.665,0,9,0,1,Ganesh Chathurthi,industrial,15
2016-09-13,Sholinganalur,0.537,1,9,0,0,,industrial,15
2016-09-14,Sholinganalur,0.58,2,9,0,0,,industrial,15
2016-09-15,Sholinganalur,0.577,3,9,0,0,,industrial,15
2016-09-16,Sholinganalur,0.565,4,9,0,0,,industrial,15
2016-09-17,Sholinganalur,0.525,5,9,1,0,,industrial,15
2016-09-18,Sholinganalur,0.547,6,9,1,0,,industrial,15
2016-09-19,Sholinganalur,0.556,0,9,0,0,,industrial,15
2016-09-20,Sholinganalur,0.578,1,9,0,0,,industrial,15
2016-09-21,Sholinganalur,0.549,2,9,0,0,,industrial,15
2016-09-22,Sholinganalur,0.575,3,9,0,0,,industrial,15
2016-09-23,Sholinganalur,0.559,4,9,0,0,,industrial,15
2016-09-24,Sholinganalur,0.501,5,9,1,0,,industrial,15
2016-09-25,Sholinganalur,0.513,6,9,1,0,,industrial,15
2016-09-26,Sholinganalur,0.603,0,9,0,0,,industrial,15
2016-09-27,Sholinganalur,0.553,1,9,0,0,,industrial,15
2016-09-28,Sholinganalur,0.547,2,9,0,0,,industrial,15
2016-09-29,Sholinganalur,0.546,3,9,0,0,,industrial,15
2016-09-30,Sholinganalur,0.568,4,9,0,0,,industrial,15
2016-10-01,Sholinganalur,0.577,5,10,1,0,,industrial,15
2016-10-02,Sholinganalur,0.513,6,10,1,0,,industrial,15
2016-10-03,Sholinganalur,0.667,0,10,0,0,,industrial,15
2016-10-04,Sholinganalur,0.664,1,10,0,1,Dussehra,industrial,15
2016-10-05,Sholinganalur,0.746,2,10,0,1,Dussehra,industrial,15
2016-10-06,Sholinganalur,0.651,3,10,0,1,Dussehra,industrial,15
2016-10-07,Sholinganalur,0.586,4,10,0,0,,industrial,15
2016-10-08,Sholinganalur,0.551,5,10,1,0,,industrial,15
2016-10-09,Sholinganalur,0.531,6,10,1,0,,industrial,15
2016-10-10,Sholinganalur,0.601,0,10,0,0,,industrial,15
2016-10-11,Sholinganalur,0.607,1,10,0,0,,industrial,15
2016-10-12,Sholinganalur,0.559,2,10,0,0,,industrial,15
2016-10-13,Sholinganalur,0.594,3,10,0,0,,industrial,15
2016-10-14,Sholinganalur,0.58,4,10,0,0,,industrial,15
2016-10-15,Sholinganalur,0.532,5,10,1,0,,industrial,15
2016-10-16,Sholinganalur,0.581,6,10,1,0,,industrial,15
2016-10-17,Sholinganalur,0.598,0,10,0,0,,industrial,15
2016-10-18,Sholinganalur,0.566,1,10,0,0,,industrial,15
2016-10-19,Sholinganalur,0.583,2,10,0,0,,industrial,15
2016-10-20,Sholinganalur,0.573,3,10,0,0,,industrial,15
2016-10-21,Sholinganalur,0.586,4,10,0,0,,industrial,15
2016-10-22,Sholinganalur,0.624,5,10,1,1,Deepavali,industrial,15
2016-10-23,Sholinganalur,0.699,6,10,1,1,Deepavali,industrial,15
2016-10-24,Sholinganalur,0.859,0,10,0,1,Deepavali,industrial,15
2016-10-25,Sholinganalur,0.727,1,10,0,1,Deepavali,industrial,15
2016-10-26,Sholinganalur,0.677,2,10,0,1,Deepavali,industrial,15
2016-10-27,Sholinganalur,0.584,3,10,0,0,,industrial,15
2016-10-28,Sholinganalur,0.578,4,10,0,0,,industrial,15
2016-10-29,Sholinganalur,0.573,5,10,1,0,,industrial,15
2016-10-30,Sholinganalur,0.546,6,10,1,0,,industrial,15
2016-10-31,Sholinganalur,0.636,0,10,0,0,,industrial,15
2016-11-01,Sholinganalur,0.608,1,11,0,0,,industrial,15
2016-11-02,Sholinganalur,0.609,2,11,0,0,,industrial,15
2016-11-03,Sholinganalur,0.598,3,11,0,0,,industrial,15
2016-11-04,Sholinganalur,0.586,4,11,0,0,,industrial,15
2016-11-05,Sholinganalur,0.547,5,11,1,0,,industrial,15
2016-11-06,Sholinganalur,0.544,6,11,1,0,,industrial,15
2016-11-07,Sholinganalur,0.576,0,11,0,0,,industrial,15
2016-11-08,Sholinganalur,0.599,1,11,0,0,,industrial,15
2016-11-09,Sholinganalur,0.591,2,11,0,0,,industrial,15
2016-11-10,Sholinganalur,0.601,3,11,0,0,,industrial,15
2016-11-11,Sholinganalur,0.584,4,11,0,0,,industrial,15
2016-11-12,Sholinganalur,0.559,5,11,1,0,,industrial,15
2016-11-13,Sholinganalur,0.526,6,11,1,0,,industrial,15
2016-11-14,Sholinganalur,0.594,0,11,0,0,,industrial,15
2016-11-15,Sholinganalur,0.543,1,11,0,0,,industrial,15
2016-11-16,Sholinganalur,0.584,2,11,0,0,,industrial,15
2016-11-17,Sholinganalur,0.573,3,11,0,0,,industrial,15
2016-11-18,Sholinganalur,0.57,4,11,0,0,,industrial,15
2016-11-19,Sholinganalur,0.554,5,11,1,0,,industrial,15
2016-11-20,Sholinganalur,0.541,6,11,1,0,,industrial,15
2016-11-21,Sholinganalur,0.589,0,11,0,0,,industrial,15
2016-11-22,Sholinganalur,0.631,1,11,0,0,,industrial,15
2016-11-23,Sholinganalur,0.586,2,11,0,0,,industrial,15
2016-11-24,Sholinganalur,0.567,3,11,0,0,,industrial,15
2016-11-25,Sholinganalur,0.575,4,11,0,0,,industrial,15
2016-11-26,Sholinganalur,0.545,5,11,1,0,,industrial,15
2016-11-27,Sholinganalur,0.545,6,11,1,0,,industrial,15
2016-11-28,Sholinganalur,0.64,0,11,0,0,,industrial,15
2016-11-29,Sholinganalur,0.585,1,11,0,0,,industrial,15
2016-11-30,Sholinganalur,0.619,2,11,0,0,,industrial,15
2016-12-01,Sholinganalur,0.579,3,12,0,0,,industrial,15
2016-12-02,Sholinganalur,0.594,4,12,0,0,,industrial,15
2016-12-03,Sholinganalur,0.565,5,12,1,0,,industrial,15
2016-12-04,Sholinganalur,0.568,6,12,1,0,,industrial,15
2016-12-05,Sholinganalur,0.64,0,12,0,0,,industrial,15
2016-12-06,Sholinganalur,0.582,1,12,0,0,,industrial,15
2016-12-07,Sholinganalur,0.586,2,12,0,0,,industrial,15
2016-12-08,Sholinganalur,0.543,3,12,0,0,,industrial,15
2016-12-09,Sholinganalur,0.583,4,12,0,0,,industrial,15
2016-12-10,Sholinganalur,0.566,5,12,1,0,,industrial,15
2016-12-11,Sholinganalur,0.563,6,12,1,0,,industrial,15
2016-12-12,Sholinganalur,0.614,0,12,0,0,,industrial,15
2016-12-13,Sholinganalur,0.616,1,12,0,0,,industrial,15
2016-12-14,Sholinganalur,0.58,2,12,0,0,,industrial,15
2016-12-15,Sholinganalur,0.574,3,12,0,0,,industrial,15
2016-12-16,Sholinganalur,0.578,4,12,0,0,,industrial,15
2016-12-17,Sholinganalur,0.53,5,12,1,0,,industrial,15
2016-12-18,Sholinganalur,0.558,6,12,1,0,,industrial,15
2016-12-19,Sholinganalur,0.621,0,12,0,0,,industrial,15
2016-12-20,Sholinganalur,0.597,1,12,0,0,,industrial,15
2016-12-21,Sholinganalur,0.579,2,12,0,0,,industrial,15
2016-12-22,Sholinganalur,0.585,3,12,0,0,,industrial,15
2016-12-23,Sholinganalur,0.548,4,12,0,0,,industrial,15
2016-12-24,Sholinganalur,0.596,5,12,1,1,Christmas,industrial,15
2016-12-25,Sholinganalur,0.632,6,12,1,1,Christmas,industrial,15
2016-12-26,Sholinganalur,0.64,0,12,0,1,Christmas,industrial,15
2016-12-27,Sholinganalur,0.584,1,12,0,0,,industrial,15
2016-12-28,Sholinganalur,0.582,2,12,0,0,,industrial,15
2016-12-29,Sholinganalur,0.617,3,12,0,0,,industrial,15
2016-12-30,Sholinganalur,0.624,4,12,0,1,New Year,industrial,15
2016-12-31,Sholinganalur,0.664,5,12,1,1,New Year,industrial,15
2017-01-01,Sholinganalur,0.53,6,1,1,0,,industrial,15
2017-01-02,Sholinganalur,0.605,0,1,0,0,,industrial,15
2017-01-03,Sholinganalur,0.591,1,1,0,0,,industrial,15
2017-01-04,Sholinganalur,0.583,2,1,0,0,,industrial,15
2017-01-05,Sholinganalur,0.586,3,1,0,0,,industrial,15
2017-01-06,Sholinganalur,0.592,4,1,0,0,,industrial,15
2017-01-07,Sholinganalur,0.54,5,1,1,0,,industrial,15
2017-01-08,Sholinganalur,0.563,6,1,1,0,,industrial,15
2017-01-09,Sholinganalur,0.61,0,1,0,0,,industrial,15
2017-01-10,Sholinganalur,0.585,1,1,0,0,,industrial,15
2017-01-11,Sholinganalur,0.593,2,1,0,0,,industrial,15
2017-01-12,Sholinganalur,0.649,3,1,0,1,Pongal,industrial,15
2017-01-13,Sholinganalur,0.717,4,1,0,1,Pongal,industrial,15
2017-01-14,Sholinganalur,0.719,5,1,1,1,Pongal,industrial,15
2017-01-15,Sholinganalur,0.667,6,1,1,1,Pongal,industrial,15
2017-01-16,Sholinganalur,0.671,0,1,0,1,Pongal,industrial,15
2017-01-17,Sholinganalur,0.568,1,1,0,0,,industrial,15
2017-01-18,Sholinganalur,0.561,2,1,0,0,,industrial,15
2017-01-19,Sholinganalur,0.557,3,1,0,0,,industrial,15
2017-01-20,Sholinganalur,0.617,4,1,0,0,,industrial,15
2017-01-21,Sholinganalur,0.512,5,1,1,0,,industrial,15
2017-01-22,Sholinganalur,0.568,6,1,1,0,,industrial,15
2017-01-23,Sholinganalur,0.6,0,1,0,0,,industrial,15
2017-01-24,Sholinganalur,0.607,1,1,0,0,,industrial,15
2017-01-25,Sholinganalur,0.548,2,1,0,0,,industrial,15
2017-01-26,Sholinganalur,0.64,3,1,0,1,Republic Day,industrial,15
2017-01-27,Sholinganalur,0.612,4,1,0,0,,industrial,15
2017-01-28,Sholinganalur,0.56,5,1,1,0,,industrial,15
2017-01-29,Sholinganalur,0.543,6,1,1,0,,industrial,15
2017-01-30,Sholinganalur,0.58,0,1,0,0,,industrial,15
2017-01-31,Sholinganalur,0.563,1,1,0,0,,industrial,15
2017-02-01,Sholinganalur,0.611,2,2,0,0,,industrial,15
2017-02-02,Sholinganalur,0.58,3,2,0,0,,industrial,15
2017-02-03,Sholinganalur,0.585,4,2,0,0,,industrial,15
2017-02-04,Sholinganalur,0.553,5,2,1,0,,industrial,15
2017-02-05,Sholinganalur,0.527,6,2,1,0,,industrial,15
2017-02-06,Sholinganalur,0.623,0,2,0,0,,industrial,15
2017-02-07,Sholinganalur,0.579,1,2,0,0,,industrial,15
2017-02-08,Sholinganalur,0.591,2,2,0,0,,industrial,15
2017-02-09,Sholinganalur,0.576,3,2,0,0,,industrial,15
2017-02-10,Sholinganalur,0.559,4,2,0,0,,industrial,15
2017-02-11,Sholinganalur,0.541,5,2,1,0,,industrial,15
2017-02-12,Sholinganalur,0.559,6,2,1,0,,industrial,15
2017-02-13,Sholinganalur,0.623,0,2,0,0,,industrial,15
2017-02-14,Sholinganalur,0.587,1,2,0,0,,industrial,15
2017-02-15,Sholinganalur,0.602,2,2,0,0,,industrial,15
2017-02-16,Sholinganalur,0.583,3,2,0,0,,industrial,15
2017-02-17,Sholinganalur,0.587,4,2,0,0,,industrial,15
2017-02-18,Sholinganalur,0.54,5,2,1,0,,industrial,15
2017-02-19,Sholinganalur,0.564,6,2,1,0,,industrial,15
2017-02-20,Sholinganalur,0.621,0,2,0,0,,industrial,15
2017-02-21,Sholinganalur,0.577,1,2,0,0,,industrial,15
2017-02-22,Sholinganalur,0.56,2,2,0,0,,industrial,15
2017-02-23,Sholinganalur,0.606,3,2,0,0,,industrial,15
2017-02-24,Sholinganalur,0.573,4,2,0,0,,industrial,15
2017-02-25,Sholinganalur,0.549,5,2,1,0,,industrial,15
2017-02-26,Sholinganalur,0.587,6,2,1,0,,industrial,15
2017-02-27,Sholinganalur,0.63,0,2,0,0,,industrial,15
2017-02-28,Sholinganalur,0.615,1,2,0,0,,industrial,15
2017-03-01,Sholinganalur,0.606,2,3,0,0,,industrial,15
2017-03-02,Sholinganalur,0.635,3,3,0,0,,industrial,15
2017-03-03,Sholinganalur,0.616,4,3,0,0,,industrial,15
2017-03-04,Sholinganalur,0.582,5,3,1,0,,industrial,15
2017-03-05,Sholinganalur,0.61,6,3,1,0,,industrial,15
2017-03-06,Sholinganalur,0.641,0,3,0,0,,industrial,15
2017-03-07,Sholinganalur,0.616,1,3,0,0,,industrial,15
2017-03-08,Sholinganalur,0.599,2,3,0,0,,industrial,15
2017-03-09,Sholinganalur,0.632,3,3,0,0,,industrial,15
2017-03-10,Sholinganalur,0.605,4,3,0,0,,industrial,15
2017-03-11,Sholinganalur,0.593,5,3,1,0,,industrial,15
2017-03-12,Sholinganalur,0.547,6,3,1,0,,industrial,15
2017-03-13,Sholinganalur,0.657,0,3,0,0,,industrial,15
2017-03-14,Sholinganalur,0.604,1,3,0,0,,industrial,15
2017-03-15,Sholinganalur,0.629,2,3,0,0,,industrial,15
2017-03-16,Sholinganalur,0.615,3,3,0,0,,industrial,15
2017-03-17,Sholinganalur,0.606,4,3,0,0,,industrial,15
2017-03-18,Sholinganalur,0.569,5,3,1,0,,industrial,15
2017-03-19,Sholinganalur,0.561,6,3,1,0,,industrial,15
2017-03-20,Sholinganalur,0.663,0,3,0,0,,industrial,15
2017-03-21,Sholinganalur,0.596,1,3,0,0,,industrial,15
2017-03-22,Sholinganalur,0.611,2,3,0,0,,industrial,15
2017-03-23,Sholinganalur,0.622,3,3,0,0,,industrial,15
2017-03-24,Sholinganalur,0.645,4,3,0,0,,industrial,15
2017-03-25,Sholinganalur,0.575,5,3,1,0,,industrial,15
2017-03-26,Sholinganalur,0.571,6,3,1,0,,industrial,15
2017-03-27,Sholinganalur,0.652,0,3,0,0,,industrial,15
2017-03-28,Sholinganalur,0.577,1,3,0,0,,industrial,15
2017-03-29,Sholinganalur,0.593,2,3,0,0,,industrial,15
2017-03-30,Sholinganalur,0.609,3,3,0,0,,industrial,15
2017-03-31,Sholinganalur,0.602,4,3,0,0,,industrial,15
2017-04-01,Sholinganalur,0.548,5,4,1,0,,industrial,15
2017-04-02,Sholinganalur,0.59,6,4,1,0,,industrial,15
2017-04-03,Sholinganalur,0.651,0,4,0,0,,industrial,15
2017-04-04,Sholinganalur,0.618,1,4,0,0,,industrial,15
2017-04-05,Sholinganalur,0.603,2,4,0,0,,industrial,15
2017-04-06,Sholinganalur,0.617,3,4,0,0,,industrial,15
2017-04-07,Sholinganalur,0.625,4,4,0,0,,industrial,15
2017-04-08,Sholinganalur,0.571,5,4,1,0,,industrial,15
2017-04-09,Sholinganalur,0.583,6,4,1,0,,industrial,15
2017-04-10,Sholinganalur,0.631,0,4,0,0,,industrial,15
2017-04-11,Sholinganalur,0.617,1,4,0,0,,industrial,15
2017-04-12,Sholinganalur,0.637,2,4,0,0,,industrial,15
2017-04-13,Sholinganalur,0.718,3,4,0,1,Tamil New Year,industrial,15
2017-04-14,Sholinganalur,0.8,4,4,0,1,Tamil New Year,industrial,15
2017-04-15,Sholinganalur,0.653,5,4,1,1,Tamil New Year,industrial,15
2017-04-16,Sholinganalur,0.576,6,4,1,0,,industrial,15
2017-04-17,Sholinganalur,0.638,0,4,0,0,,industrial,15
2017-04-18,Sholinganalur,0.582,1,4,0,0,,industrial,15
2017-04-19,Sholinganalur,0.591,2,4,0,0,,industrial,15
2017-04-20,Sholinganalur,0.674,3,4,0,1,Eid,industrial,15
2017-04-21,Sholinganalur,0.736,4,4,0,1,Eid,industrial,15
2017-04-22,Sholinganalur,0.66,5,4,1,1,Eid,industrial,15
2017-04-23,Sholinganalur,0.598,6,4,1,0,,industrial,15
2017-04-24,Sholinganalur,0.633,0,4,0,0,,industrial,15
2017-04-25,Sholinganalur,0.631,1,4,0,0,,industrial,15
2017-04-26,Sholinganalur,0.607,2,4,0,0,,industrial,15
2017-04-27,Sholinganalur,0.628,3,4,0,0,,industrial,15
2017-04-28,Sholinganalur,0.631,4,4,0,0,,industrial,15
2017-04-29,Sholinganalur,0.597,5,4,1,0,,industrial,15
2017-04-30,Sholinganalur,0.567,6,4,1,0,,industrial,15
2017-05-01,Sholinganalur,0.666,0,5,0,0,,industrial,15
2017-05-02,Sholinganalur,0.581,1,5,0,0,,industrial,15
2017-05-03,Sholinganalur,0.64,2,5,0,0,,industrial,15
2017-05-04,Sholinganalur,0.615,3,5,0,0,,industrial,15
2017-05-05,Sholinganalur,0.616,4,5,0,0,,industrial,15
2017-05-06,Sholinganalur,0.54,5,5,1,0,,industrial,15
2017-05-07,Sholinganalur,0.569,6,5,1,0,,industrial,15
2017-05-08,Sholinganalur,0.673,0,5,0,0,,industrial,15
2017-05-09,Sholinganalur,0.608,1,5,0,0,,industrial,15
2017-05-10,Sholinganalur,0.629,2,5,0,0,,industrial,15
2017-05-11,Sholinganalur,0.616,3,5,0,0,,industrial,15
2017-05-12,Sholinganalur,0.635,4,5,0,0,,industrial,15
2017-05-13,Sholinganalur,0.579,5,5,1,0,,industrial,15
2017-05-14,Sholinganalur,0.56,6,5,1,0,,industrial,15
2017-05-15,Sholinganalur,0.647,0,5,0,0,,industrial,15
2017-05-16,Sholinganalur,0.645,1,5,0,0,,industrial,15
2017-05-17,Sholinganalur,0.625,2,5,0,0,,industrial,15
2017-05-18,Sholinganalur,0.613,3,5,0,0,,industrial,15
2017-05-19,Sholinganalur,0.657,4,5,0,0,,industrial,15
2017-05-20,Sholinganalur,0.596,5,5,1,0,,industrial,15
2017-05-21,Sholinganalur,0.59,6,5,1,0,,industrial,15
2017-05-22,Sholinganalur,0.653,0,5,0,0,,industrial,15
2017-05-23,Sholinganalur,0.629,1,5,0,0,,industrial,15
2017-05-24,Sholinganalur,0.63,2,5,0,0,,industrial,15
2017-05-25,Sholinganalur,0.575,3,5,0,0,,industrial,15
2017-05-26,Sholinganalur,0.623,4,5,0,0,,industrial,15
2017-05-27,Sholinganalur,0.573,5,5,1,0,,industrial,15
2017-05-28,Sholinganalur,0.567,6,5,1,0,,industrial,15
2017-05-29,Sholinganalur,0.643,0,5,0,0,,industrial,15
2017-05-30,Sholinganalur,0.587,1,5,0,0,,industrial,15
2017-05-31,Sholinganalur,0.582,2,5,0,0,,industrial,15
2017-06-01,Sholinganalur,0.578,3,6,0,0,,industrial,15
2017-06-02,Sholinganalur,0.565,4,6,0,0,,industrial,15
2017-06-03,Sholinganalur,0.483,5,6,1,0,,industrial,15
2017-06-04,Sholinganalur,0.512,6,6,1,0,,industrial,15
2017-06-05,Sholinganalur,0.6,0,6,0,0,,industrial,15
2017-06-06,Sholinganalur,0.552,1,6,0,0,,industrial,15
2017-06-07,Sholinganalur,0.578,2,6,0,0,,industrial,15
2017-06-08,Sholinganalur,0.575,3,6,0,0,,industrial,15
2017-06-09,Sholinganalur,0.534,4,6,0,0,,industrial,15
2017-06-10,Sholinganalur,0.519,5,6,1,0,,industrial,15
2017-06-11,Sholinganalur,0.514,6,6,1,0,,industrial,15
2017-06-12,Sholinganalur,0.56,0,6,0,0,,industrial,15
2017-06-13,Sholinganalur,0.533,1,6,0,0,,industrial,15
2017-06-14,Sholinganalur,0.544,2,6,0,0,,industrial,15
2017-06-15,Sholinganalur,0.546,3,6,0,0,,industrial,15
2017-06-16,Sholinganalur,0.562,4,6,0,0,,industrial,15
2017-06-17,Sholinganalur,0.537,5,6,1,0,,industrial,15
2017-06-18,Sholinganalur,0.529,6,6,1,0,,industrial,15
2017-06-19,Sholinganalur,0.598,0,6,0,0,,industrial,15
2017-06-20,Sholinganalur,0.553,1,6,0,0,,industrial,15
2017-06-21,Sholinganalur,0.567,2,6,0,0,,industrial,15
2017-06-22,Sholinganalur,0.555,3,6,0,0,,industrial,15
2017-06-23,Sholinganalur,0.55,4,6,0,0,,industrial,15
2017-06-24,Sholinganalur,0.55,5,6,1,0,,industrial,15
2017-06-25,Sholinganalur,0.484,6,6,1,0,,industrial,15
2017-06-26,Sholinganalur,0.552,0,6,0,0,,industrial,15
2017-06-27,Sholinganalur,0.563,1,6,0,0,,industrial,15
2017-06-28,Sholinganalur,0.553,2,6,0,0,,industrial,15
2017-06-29,Sholinganalur,0.533,3,6,0,0,,industrial,15
2017-06-30,Sholinganalur,0.539,4,6,0,0,,industrial,15
2017-07-01,Sholinganalur,0.506,5,7,1,0,,industrial,15
2017-07-02,Sholinganalur,0.535,6,7,1,0,,industrial,15
2017-07-03,Sholinganalur,0.606,0,7,0,0,,industrial,15
2017-07-04,Sholinganalur,0.584,1,7,0,0,,industrial,15
2017-07-05,Sholinganalur,0.53,2,7,0,0,,industrial,15
2017-07-06,Sholinganalur,0.534,3,7,0,0,,industrial,15
2017-07-07,Sholinganalur,0.533,4,7,0,0,,industrial,15
2017-07-08,Sholinganalur,0.541,5,7,1,0,,industrial,15
2017-07-09,Sholinganalur,0.527,6,7,1,0,,industrial,15
2017-07-10,Sholinganalur,0.586,0,7,0,0,,industrial,15
2017-07-11,Sholinganalur,0.561,1,7,0,0,,industrial,15
2017-07-12,Sholinganalur,0.556,2,7,0,0,,industrial,15
2017-07-13,Sholinganalur,0.538,3,7,0,0,,industrial,15
2017-07-14,Sholinganalur,0.566,4,7,0,0,,industrial,15
2017-07-15,Sholinganalur,0.518,5,7,1,0,,industrial,15
2017-07-16,Sholinganalur,0.502,6,7,1,0,,industrial,15
